DT5101,is the input to,DT5103
DT5101,is the input to,DT5107
DT5102,part of,DT5103
DT5104,previous,DT5105
DT5104,is the input to,DT5110
DT5105,is the input to,DT5103
DT5106,part of,DT5107
DT5108,is the input to,DT5110
DT5109,part of,DT5110
DT5110,previous,DT5107
DT5111,is the output of,DT5103
DT5111,is the input to,DT5107
DT5200,is derived from,DT5201
DT5200,is derived from,DT5202
DT5200,is derived from,DT5203
DT5200,is derived from,DT5204
DT5200,is derived from,DT5205
DT5200,is derived from,DT5206
DT5200,is derived from,DT5207
DT5200,is derived from,DT5208
DT5209,is the input to,DT5201
DT5209,is the input to,DT5202
DT5209,is the input to,DT5203
DT5209,is the input to,DT5207
DT5201,is the input to,DT5207
DT5202,is the input to,DT5207
DT5203,is the input to,DT5207
DT5204,is the input to,DT5207
DT5205,is the input to,DT5207
DT5206,is the input to,DT5207
DT5207,is the input to,DT5208
DT5301,is the input to,DT5304
DT5301,is derived from,DT5304
DT5301,is the input to,DT5303
DT5301,is derived from,DT5303
DT5302,is the input to,DT5304
DT5302,is derived from,DT5304
DT5303,is the input to,DT5304
DT5303,is derived from,DT5304
DT5305,is derived from,DT5304
DT5401,is the input to,DT5402
DT5402,is derived from,DT5401
DT5403,is the input to,DT5404
DT5404,is derived from,DT5403
DT5405,is derived from,DT5404
